14.000022	-0.493046	0.508301	0.000000	-0.080773	-0.034829	-0.417342	0.540191	-3.633224	0.000000	0.000000	-1.884802	-2.395108	-3.801491	0.349224	-0.116162	1.663212	
14.001070	-0.487948	0.511281	0.000000	-0.081119	-0.034502	-0.411927	0.542803	-3.576470	0.000000	0.000000	-1.881309	-2.396265	-3.784811	0.349329	-0.115162	1.672792	
14.002118	-0.482820	0.514314	0.000000	-0.081463	-0.034160	-0.406485	0.545441	-3.519413	0.000000	0.000000	-1.877815	-2.397412	-3.768035	0.349457	-0.114167	1.682544	
14.003166	-0.477662	0.517406	0.000000	-0.081802	-0.033806	-0.401018	0.548120	-3.462065	0.000000	0.000000	-1.874320	-2.398548	-3.751160	0.349609	-0.113178	1.692490	
14.004214	-0.472472	0.520561	0.000000	-0.082139	-0.033440	-0.395523	0.550846	-3.404384	0.000000	0.000000	-1.870823	-2.399675	-3.734184	0.349786	-0.112196	1.702646	
14.005262	-0.467250	0.523784	0.000000	-0.082471	-0.033063	-0.390001	0.553624	-3.346387	0.000000	0.000000	-1.867324	-2.400792	-3.717106	0.349988	-0.111218	1.713022	
14.006310	-0.461996	0.527077	0.000000	-0.082800	-0.032678	-0.384450	0.556462	-3.288043	0.000000	0.000000	-1.863823	-2.401900	-3.699923	0.350215	-0.110247	1.723629	
14.007358	-0.456709	0.530443	0.000000	-0.083125	-0.032284	-0.378871	0.559361	-3.229351	0.000000	0.000000	-1.860320	-2.402997	-3.682633	0.350469	-0.109281	1.734477	
14.008406	-0.451387	0.533885	0.000000	-0.083446	-0.031883	-0.373263	0.562326	-3.170301	0.000000	0.000000	-1.856813	-2.404085	-3.665233	0.350751	-0.108321	1.745574	
14.009454	-0.446031	0.537407	0.000000	-0.083762	-0.031475	-0.367625	0.565360	-3.110891	0.000000	0.000000	-1.853304	-2.405164	-3.647720	0.351060	-0.107366	1.756932	
14.010502	-0.440639	0.541010	0.000000	-0.084075	-0.031062	-0.361956	0.568469	-3.051089	0.000000	0.000000	-1.849792	-2.406233	-3.630093	0.351399	-0.106416	1.768560	
14.011550	-0.435210	0.544700	0.000000	-0.084384	-0.030644	-0.356255	0.571654	-2.990893	0.000000	0.000000	-1.846276	-2.407292	-3.612348	0.351767	-0.105472	1.780470	
14.012598	-0.429744	0.548478	0.000000	-0.084688	-0.030221	-0.350522	0.574921	-2.930302	0.000000	0.000000	-1.842757	-2.408342	-3.594483	0.352166	-0.104533	1.792672	
14.013646	-0.424240	0.552350	0.000000	-0.084988	-0.029795	-0.344756	0.578273	-2.869291	0.000000	0.000000	-1.839233	-2.409383	-3.576494	0.352596	-0.103599	1.805180	
14.014694	-0.418697	0.556318	0.000000	-0.085284	-0.029366	-0.338956	0.581716	-2.807848	0.000000	0.000000	-1.835705	-2.410414	-3.558378	0.353058	-0.102671	1.818006	
14.015742	-0.413114	0.560388	0.000000	-0.085575	-0.028933	-0.333122	0.585251	-2.745970	0.000000	0.000000	-1.832172	-2.411436	-3.540133	0.353554	-0.101747	1.831164	
14.016790	-0.407489	0.564563	0.000000	-0.085862	-0.028499	-0.327252	0.588887	-2.683630	0.000000	0.000000	-1.828633	-2.412449	-3.521754	0.354084	-0.100829	1.844668	
14.017838	-0.401822	0.568847	0.000000	-0.086145	-0.028063	-0.321344	0.592626	-2.620814	0.000000	0.000000	-1.825090	-2.413453	-3.503238	0.354650	-0.099915	1.858533	
14.018886	-0.396112	0.573247	0.000000	-0.086424	-0.027625	-0.315398	0.596472	-2.557508	0.000000	0.000000	-1.821540	-2.414447	-3.484582	0.355252	-0.099007	1.872777	
